date,service_period,forecast_covers,actual_covers,forecast_sales,actual_sales,reservation_count,walk_in_ratio,delivery_order_volume,promo_flag,local_event_flag,weather_impact_score,is_holiday_x,is_weekend,is_holiday_y,holiday_name,is_holiday_eve,is_long_weekend,is_school_break,is_payday_window,season,tourism_pressure_score,forecast_required_headcount_total,required_headcount_total,forecast_required_role_garzon,forecast_required_role_host,forecast_required_role_cajero,forecast_required_role_cocinero_linea,forecast_required_role_ayudante_cocina,forecast_required_role_runner,forecast_required_role_copero,forecast_required_role_jefe_turno,required_role_garzon,required_role_host,required_role_cajero,required_role_cocinero_linea,required_role_ayudante_cocina,required_role_runner,required_role_copero,required_role_jefe_turno,scheduled_headcount_total,scheduled_overtime_hours,scheduled_avg_consecutive_work_days,scheduled_avg_demand_pressure,scheduled_delivery_orders_seen,scheduled_role_ayudante_cocina,scheduled_role_cajero,scheduled_role_cocinero_linea,scheduled_role_copero,scheduled_role_garzon,scheduled_role_host,scheduled_role_jefe_turno,scheduled_role_runner,actual_headcount_total,actual_overtime_hours,actual_avg_consecutive_work_days,actual_avg_demand_pressure,actual_delivery_orders_seen,actual_role_ayudante_cocina,actual_role_cajero,actual_role_cocinero_linea,actual_role_copero,actual_role_garzon,actual_role_host,actual_role_jefe_turno,actual_role_runner,avg_hr_mean_bpm,avg_hrv_rmssd_ms,avg_sleep_duration_hours,avg_sleep_efficiency_pct,avg_stress_score,avg_steps,avg_fatigue_proxy,avg_age,avg_bmi,avg_distance_to_work_km,cross_trained_available,absent_count_total,short_notice_absent_count,absentee_rate,short_notice_absentee_rate,deficit_count_total,has_deficit_total,deficit_role_garzon,has_deficit_role_garzon,deficit_role_cocinero_linea,has_deficit_role_cocinero_linea,deficit_role_jefe_turno,has_deficit_role_jefe_turno,day_of_week,is_friday,is_weekend_flag,is_peak_service,forecast_covers_lag1,forecast_covers_lag7,forecast_sales_lag1,forecast_sales_lag7,reservation_count_lag1,reservation_count_lag7,delivery_order_volume_lag1,delivery_order_volume_lag7,absentee_rate_lag1,absentee_rate_lag7,short_notice_absentee_rate_lag1,short_notice_absentee_rate_lag7,actual_headcount_total_lag1,actual_headcount_total_lag7,deficit_count_total_lag1,deficit_count_total_lag7
2025-12-01,13_15,87,86,1377900,1205143,35,0.36,15,False,False,0.04,False,False,False,0,False,False,False,True,summer,0.55,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,23,2.4,12.91304347826087,0.946086956521739,15.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,18,1.9,3.6666666666666665,0.931111111111111,15.0,2.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,80.19130434782609,30.97391304347826,6.665217391304348,74.29565217391304,66.63478260869566,11261.95652173913,52.62173913043478,30.434782608695652,27.252173913043475,8.639130434782608,8,5.0,4.0,0.21739130434782608,0.17391304347826086,5,1,1.0,1,1.0,1,0.0,0,0,0,0,1,100.0,83.0,1572000.0,1321100.0,33.0,30.0,16.0,15.0,0.08333333333333333,0.13043478260869565,0.041666666666666664,0.13043478260869565,22.0,20.0,2.0,3.0
2025-12-02,13_15,91,99,1463200,1484813,32,0.35,18,True,False,0.01,False,False,False,0,False,False,False,True,summer,0.55,23,24,7,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,1.1,12.217391304347826,0.9817391304347826,18.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,19,0.7,4.2631578947368425,0.898421052631579,18.0,2.0,2.0,4.0,1.0,7.0,1.0,0.0,2.0,78.5608695652174,31.94782608695652,6.752173913043479,75.20434782608696,66.06521739130434,10899.08695652174,50.20869565217391,30.956521739130434,27.3,7.913043478260869,9,4.0,3.0,0.17391304347826086,0.13043478260869565,5,1,1.0,1,0.0,0,1.0,1,1,0,0,1,87.0,85.0,1377900.0,1378000.0,35.0,31.0,15.0,18.0,0.21739130434782608,0.043478260869565216,0.17391304347826086,0.043478260869565216,18.0,22.0,5.0,1.0
2025-12-03,13_15,81,100,1321200,1567125,33,0.55,18,False,True,0.05,False,False,False,0,False,False,False,False,summer,0.55,23,24,7,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,0.3,12.869565217391305,0.8891304347826088,18.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,21,0.3,5.904761904761905,0.8452380952380952,18.0,3.0,2.0,4.0,2.0,7.0,1.0,1.0,1.0,78.83478260869565,32.11739130434783,6.826086956521739,75.18260869565218,66.23913043478261,11102.91304347826,53.77391304347826,27.956521739130434,27.747826086956525,8.826086956521738,11,2.0,1.0,0.08695652173913043,0.043478260869565216,3,1,1.0,1,0.0,0,0.0,0,2,0,0,1,91.0,89.0,1463200.0,1368300.0,32.0,36.0,18.0,11.0,0.17391304347826086,0.13043478260869565,0.13043478260869565,0.13043478260869565,19.0,20.0,5.0,3.0
2025-12-04,13_15,98,100,1505600,1546239,36,0.48,12,True,False,0.12,False,False,False,0,False,False,False,False,summer,0.55,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,24,0.7,12.041666666666666,0.9720833333333333,12.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,21,0.7,5.238095238095238,0.8966666666666666,12.0,3.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,79.02916666666667,32.52916666666667,6.7,75.35833333333333,62.208333333333336,11263.208333333334,46.895833333333336,31.0,26.65833333333333,7.5874999999999995,11,3.0,2.0,0.125,0.08333333333333333,3,1,0.0,0,0.0,0,0.0,0,3,0,0,1,81.0,84.0,1321200.0,1373300.0,33.0,20.0,18.0,19.0,0.08695652173913043,0.17391304347826086,0.043478260869565216,0.17391304347826086,21.0,19.0,3.0,4.0
2025-12-05,13_15,88,88,1468100,1335440,32,0.46,23,False,False,-0.18,False,False,False,0,False,False,False,False,summer,0.55,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,22,1.3,13.043478260869565,0.9591304347826086,23.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,20,0.8,6.142857142857143,0.9604761904761904,23.0,3.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,79.70869565217392,31.904347826086955,6.6695652173913045,75.40869565217392,68.31304347826087,11542.478260869566,53.821739130434786,31.26086956521739,25.143478260869564,7.934782608695652,10,2.0,1.0,0.09090909090909091,0.045454545454545456,3,1,1.0,1,0.0,0,0.0,0,4,1,0,1,98.0,82.0,1505600.0,1316400.0,36.0,27.0,12.0,16.0,0.125,0.13636363636363635,0.08333333333333333,0.09090909090909091,21.0,19.0,3.0,4.0
2025-12-06,13_15,102,87,1600400,1420582,38,0.42,16,False,False,0.04,False,True,False,0,False,False,False,False,summer,0.55,24,23,8,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,24,1.8,11.666666666666666,0.9854166666666666,16.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,22,0.9,4.818181818181818,0.9681818181818183,16.0,3.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,78.55416666666666,32.125,6.791666666666667,75.29583333333333,71.72500000000001,10798.958333333334,52.4375,31.25,26.491666666666664,8.491666666666667,8,2.0,2.0,0.08333333333333333,0.08333333333333333,1,1,0.0,0,1.0,1,0.0,0,5,0,1,1,88.0,103.0,1468100.0,1633600.0,32.0,37.0,23.0,18.0,0.09090909090909091,0.15384615384615385,0.045454545454545456,0.11538461538461539,20.0,22.0,3.0,6.0
2025-12-07,13_15,87,96,1311400,1651832,39,0.44,8,False,False,0.04,False,True,False,0,True,False,False,False,summer,0.55,23,24,7,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,0.7,12.73913043478261,0.946086956521739,8.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,19,0.7,5.894736842105263,1.0042105263157894,8.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,80.19565217391305,30.82608695652174,6.665217391304348,74.2,71.14782608695653,10824.434782608696,54.93478260869565,30.608695652173914,26.604347826086954,8.160869565217391,9,4.0,2.0,0.17391304347826086,0.08695652173913043,5,1,4.0,1,0.0,0,0.0,0,6,0,1,1,102.0,100.0,1600400.0,1572000.0,38.0,33.0,16.0,16.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,22.0,22.0,1.0,2.0
2025-12-08,13_15,101,96,1548200,1470182,27,0.47,12,False,False,0.06,True,False,True,Inmaculada Concepcion,False,True,False,False,summer,0.75,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,24,2.1,12.041666666666666,0.9824999999999999,12.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,21,1.6,5.666666666666667,0.96,12.0,3.0,2.0,4.0,2.0,7.0,0.0,1.0,2.0,79.88333333333334,31.629166666666666,6.758333333333333,74.15416666666667,70.73333333333333,10593.833333333334,49.012499999999996,29.125,25.912499999999998,8.6,13,3.0,2.0,0.125,0.08333333333333333,3,1,1.0,1,0.0,0,0.0,0,0,0,0,1,87.0,87.0,1311400.0,1377900.0,39.0,35.0,8.0,15.0,0.17391304347826086,0.21739130434782608,0.08695652173913043,0.17391304347826086,19.0,18.0,5.0,5.0
2025-12-09,13_15,62,65,1041900,1187572,22,0.39,17,False,False,-0.04,False,False,False,0,False,False,False,False,summer,0.55,19,20,5,2,2,3,2,2,2,1,6,2,2,3,2,2,2,1,19,1.0,17.42105263157895,0.8378947368421052,17.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,15,1.0,6.933333333333334,0.8506666666666667,17.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,82.07894736842105,29.3,6.584210526315789,72.08947368421053,73.2421052631579,11250.578947368422,64.03157894736842,30.94736842105263,26.36842105263158,6.71578947368421,7,4.0,4.0,0.21052631578947367,0.21052631578947367,5,1,2.0,1,1.0,1,0.0,0,1,0,0,1,101.0,91.0,1548200.0,1463200.0,27.0,32.0,12.0,18.0,0.125,0.17391304347826086,0.08333333333333333,0.13043478260869565,21.0,19.0,3.0,5.0
2025-12-10,13_15,86,94,1392200,1480554,30,0.38,18,False,False,0.07,False,False,False,0,False,False,False,False,summer,0.55,23,24,7,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,1.7,15.869565217391305,0.9378260869565217,18.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,19,1.7,15.0,1.0036842105263157,18.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,80.7695652173913,30.656521739130437,6.613043478260869,73.36086956521739,71.61304347826086,11308.695652173914,61.45652173913044,30.391304347826086,26.430434782608696,7.565217391304348,11,4.0,4.0,0.17391304347826086,0.17391304347826086,5,1,3.0,1,1.0,1,0.0,0,2,0,0,1,62.0,81.0,1041900.0,1321200.0,22.0,33.0,17.0,18.0,0.21052631578947367,0.08695652173913043,0.21052631578947367,0.043478260869565216,15.0,21.0,5.0,3.0
2025-12-11,13_15,98,99,1524600,1608759,28,0.53,14,True,False,0.09,False,False,False,0,False,False,False,False,summer,0.55,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,0.7,14.166666666666666,0.9720833333333333,14.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,22,0.7,14.608695652173912,0.9491304347826086,14.0,3.0,2.0,4.0,2.0,8.0,2.0,0.0,2.0,80.08749999999999,31.633333333333336,6.683333333333334,73.36666666666666,71.39999999999999,11397.416666666666,61.94166666666666,30.916666666666668,27.03333333333333,8.116666666666667,10,1.0,1.0,0.043478260869565216,0.043478260869565216,2,1,0.0,0,0.0,0,1.0,1,3,0,0,1,86.0,98.0,1392200.0,1505600.0,30.0,36.0,18.0,12.0,0.17391304347826086,0.125,0.17391304347826086,0.08333333333333333,19.0,21.0,5.0,3.0
2025-12-12,13_15,102,128,1638400,2231525,35,0.62,20,False,False,0.04,False,False,False,0,False,False,False,False,summer,0.55,25,28,8,2,2,5,3,2,2,1,10,2,2,5,4,2,2,1,24,0.7,12.2,0.946,20.0,3.0,2.0,5.0,2.0,8.0,2.0,1.0,2.0,21,0.7,5.545454545454546,0.9686363636363636,20.0,3.0,2.0,5.0,2.0,6.0,1.0,1.0,2.0,78.824,31.86,6.604,74.64399999999999,71.35600000000001,11012.76,54.952,31.92,26.816,7.5920000000000005,11,3.0,2.0,0.125,0.08333333333333333,7,1,4.0,1,0.0,0,0.0,0,4,1,0,1,98.0,88.0,1524600.0,1468100.0,28.0,32.0,14.0,23.0,0.043478260869565216,0.09090909090909091,0.043478260869565216,0.045454545454545456,22.0,20.0,2.0,3.0
2025-12-13,13_15,126,123,1922200,1872976,35,0.59,14,False,True,-0.01,False,True,False,0,False,False,False,False,summer,0.55,29,28,11,2,2,5,4,2,2,1,10,2,2,5,4,2,2,1,29,0.3,13.068965517241379,0.8993103448275863,14.0,4.0,2.0,5.0,2.0,11.0,2.0,1.0,2.0,26,0.3,6.153846153846154,0.8903846153846153,14.0,3.0,2.0,5.0,2.0,10.0,1.0,1.0,2.0,78.94137931034483,32.49655172413793,6.644827586206896,74.66206896551724,70.67241379310344,10858.344827586207,54.244827586206895,29.06896551724138,26.43448275862069,8.037931034482758,14,3.0,1.0,0.10344827586206896,0.034482758620689655,2,1,0.0,0,0.0,0,0.0,0,5,0,1,1,102.0,102.0,1638400.0,1600400.0,35.0,38.0,20.0,16.0,0.125,0.08333333333333333,0.08333333333333333,0.08333333333333333,21.0,22.0,7.0,1.0
2025-12-14,13_15,80,71,1307000,1281081,40,0.5,18,False,False,-0.06,False,True,False,0,False,False,False,True,summer,0.55,23,20,7,2,2,4,3,2,2,1,6,2,2,3,2,2,2,1,23,0.7,14.565217391304348,0.8760869565217392,18.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,20,0.7,4.5,0.852,18.0,1.0,2.0,4.0,2.0,7.0,1.0,1.0,2.0,79.7,31.06086956521739,6.752173913043479,74.07391304347826,70.01304347826087,10907.347826086956,52.45652173913044,30.565217391304348,26.847826086956523,7.573913043478262,9,3.0,3.0,0.13043478260869565,0.13043478260869565,0,0,0.0,0,0.0,0,0.0,0,6,0,1,1,126.0,87.0,1922200.0,1311400.0,35.0,39.0,14.0,8.0,0.10344827586206896,0.17391304347826086,0.034482758620689655,0.08695652173913043,26.0,19.0,2.0,5.0
2025-12-15,13_15,84,90,1306800,1519319,28,0.44,12,False,False,0.08,False,False,False,0,False,False,True,True,summer,0.65,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,22,0.0,14.565217391304348,0.9169565217391304,12.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,18,0.0,5.526315789473684,0.8647368421052631,12.0,1.0,2.0,4.0,1.0,7.0,1.0,1.0,2.0,80.2,29.756521739130434,6.626086956521739,74.1608695652174,68.95652173913044,11349.08695652174,52.03478260869565,30.434782608695652,27.421739130434784,9.030434782608696,11,4.0,2.0,0.18181818181818182,0.09090909090909091,5,1,0.0,0,0.0,0,0.0,0,0,0,0,1,80.0,101.0,1307000.0,1548200.0,40.0,27.0,18.0,12.0,0.13043478260869565,0.125,0.13043478260869565,0.08333333333333333,20.0,21.0,0.0,3.0
2025-12-16,13_15,57,70,1037400,1252448,29,0.51,24,False,False,-0.04,False,False,False,0,False,False,True,False,summer,0.65,19,22,5,2,2,3,2,2,2,1,6,2,2,4,3,2,2,1,18,0.0,14.473684210526315,0.7784210526315789,24.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,17,0.0,5.888888888888889,0.7688888888888888,24.0,2.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,79.99473684210527,30.115789473684213,6.652631578947369,73.33684210526316,68.8736842105263,11450.78947368421,53.805263157894736,30.736842105263158,27.526315789473685,7.557894736842105,9,1.0,1.0,0.05555555555555555,0.05555555555555555,5,1,1.0,1,1.0,1,0.0,0,1,0,0,1,84.0,62.0,1306800.0,1041900.0,28.0,22.0,12.0,17.0,0.18181818181818182,0.21052631578947367,0.09090909090909091,0.21052631578947367,18.0,15.0,5.0,5.0
2025-12-17,13_15,92,90,1486900,1390332,37,0.58,19,False,True,0.05,False,False,False,0,False,False,True,False,summer,0.65,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,24,0.8,14.625,0.945,19.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,20,0.0,3.75,0.9380000000000001,19.0,1.0,2.0,4.0,2.0,7.0,1.0,1.0,2.0,79.71666666666667,31.27916666666667,6.695833333333333,75.05416666666666,67.66666666666667,10915.0,51.67916666666667,28.291666666666668,27.245833333333334,7.920833333333333,9,4.0,2.0,0.16666666666666666,0.08333333333333333,4,1,1.0,1,0.0,0,0.0,0,2,0,0,1,57.0,86.0,1037400.0,1392200.0,29.0,30.0,24.0,18.0,0.05555555555555555,0.17391304347826086,0.05555555555555555,0.17391304347826086,17.0,19.0,5.0,5.0
2025-12-18,13_15,78,85,1326100,1445045,28,0.39,23,False,False,0.01,False,False,False,0,False,False,True,False,summer,0.65,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,22,0.6,14.130434782608695,0.8565217391304347,23.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,19,0.6,4.15,0.858,23.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,80.16956521739131,31.130434782608695,6.617391304347826,75.22608695652174,67.73478260869565,11279.130434782608,50.4,31.608695652173914,26.960869565217394,7.939130434782609,9,3.0,2.0,0.13636363636363635,0.09090909090909091,4,1,1.0,1,0.0,0,0.0,0,3,0,0,1,92.0,98.0,1486900.0,1524600.0,37.0,28.0,19.0,14.0,0.16666666666666666,0.043478260869565216,0.08333333333333333,0.043478260869565216,20.0,22.0,4.0,2.0
2025-12-19,13_15,79,99,1330800,1651375,35,0.31,22,False,False,0.01,False,False,False,0,False,False,True,False,summer,0.65,23,25,7,2,2,4,3,2,2,1,8,2,2,5,3,2,2,1,22,0.5,13.434782608695652,0.8695652173913043,22.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,19,0.5,3.9,0.8460000000000001,22.0,1.0,2.0,4.0,2.0,7.0,1.0,1.0,2.0,79.23478260869565,32.22608695652174,6.78695652173913,76.18260869565218,66.5391304347826,10933.434782608696,49.42173913043479,29.956521739130434,26.243478260869566,9.45217391304348,9,3.0,3.0,0.13636363636363635,0.13636363636363635,6,1,1.0,1,1.0,1,0.0,0,4,1,0,1,78.0,102.0,1326100.0,1638400.0,28.0,35.0,23.0,20.0,0.13636363636363635,0.125,0.09090909090909091,0.08333333333333333,19.0,21.0,4.0,7.0
2025-12-20,13_15,89,92,1463300,1514877,46,0.39,21,False,True,-0.14,False,True,False,0,False,False,True,False,summer,0.65,24,24,8,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,24,1.2000000000000002,15.125,0.92625,21.0,3.0,2.0,4.0,2.0,8.0,2.0,1.0,2.0,17,0.0,4.0,0.85,21.0,0.0,1.0,4.0,2.0,7.0,1.0,1.0,1.0,79.89583333333333,31.825,6.820833333333333,73.9375,70.33333333333333,10989.5,54.574999999999996,30.25,25.150000000000002,9.516666666666667,10,7.0,6.0,0.2916666666666667,0.25,7,1,1.0,1,0.0,0,0.0,0,5,0,1,1,79.0,126.0,1330800.0,1922200.0,35.0,35.0,22.0,14.0,0.13636363636363635,0.10344827586206896,0.13636363636363635,0.034482758620689655,19.0,26.0,6.0,2.0
2025-12-21,13_15,81,95,1368700,1591289,29,0.52,23,False,False,-0.05,False,True,False,0,False,False,True,False,summer,0.65,23,24,7,2,2,4,3,2,2,1,8,2,2,4,3,2,2,1,23,1.1,14.130434782608695,0.8891304347826088,23.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,20,0.5,4.85,0.8425,23.0,2.0,2.0,4.0,2.0,7.0,0.0,1.0,2.0,80.36521739130436,31.143478260869564,6.834782608695652,74.14782608695653,68.72173913043478,11161.0,49.126086956521746,32.21739130434783,26.108695652173914,7.191304347826088,11,3.0,3.0,0.13043478260869565,0.13043478260869565,4,1,1.0,1,0.0,0,0.0,0,6,0,1,1,89.0,80.0,1463300.0,1307000.0,46.0,40.0,21.0,18.0,0.2916666666666667,0.13043478260869565,0.25,0.13043478260869565,17.0,20.0,7.0,0.0
2025-12-22,13_15,95,120,1491500,1875654,28,0.58,15,True,False,0.11,False,False,False,0,False,False,True,False,summer,0.65,23,26,7,2,2,4,3,2,2,1,9,2,2,5,3,2,2,1,22,0.6,16.956521739130434,0.9995652173913044,15.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,18,0.6,5.105263157894737,0.9636842105263157,15.0,0.0,2.0,4.0,2.0,7.0,1.0,1.0,2.0,80.77826086956522,29.321739130434782,6.643478260869566,73.51304347826087,71.97826086956522,11639.739130434782,55.143478260869564,28.869565217391305,27.94347826086957,7.530434782608695,10,4.0,3.0,0.18181818181818182,0.13636363636363635,8,1,2.0,1,1.0,1,0.0,0,0,0,0,1,81.0,84.0,1368700.0,1306800.0,29.0,28.0,23.0,12.0,0.13043478260869565,0.18181818181818182,0.13043478260869565,0.09090909090909091,20.0,18.0,4.0,5.0
2025-12-23,13_15,81,88,1311700,1320179,27,0.48,17,False,False,-0.16,False,False,False,0,False,False,True,False,summer,0.65,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,23,1.2,15.565217391304348,0.8891304347826088,17.0,3.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,21,1.2,8.619047619047619,0.8666666666666666,17.0,2.0,2.0,4.0,2.0,7.0,1.0,1.0,2.0,80.8,30.27391304347826,6.71304347826087,73.70869565217392,67.72173913043478,10383.565217391304,50.582608695652176,29.347826086956523,27.065217391304348,8.743478260869566,11,2.0,1.0,0.08695652173913043,0.043478260869565216,2,1,0.0,0,0.0,0,0.0,0,1,0,0,1,95.0,57.0,1491500.0,1037400.0,28.0,29.0,15.0,24.0,0.18181818181818182,0.05555555555555555,0.13636363636363635,0.05555555555555555,18.0,17.0,8.0,5.0
2025-12-24,13_15,105,110,1652500,1642379,45,0.48,17,True,True,0.03,False,False,False,0,True,False,True,False,summer,0.65,26,26,9,2,2,5,3,2,2,1,9,2,2,5,3,2,2,1,25,0.0,15.461538461538462,0.9238461538461539,17.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,21,0.0,5.2727272727272725,0.8995454545454545,17.0,1.0,2.0,5.0,2.0,8.0,1.0,1.0,2.0,79.92692307692307,30.803846153846152,6.634615384615385,74.4076923076923,69.57692307692308,11292.423076923076,54.54230769230769,30.653846153846153,26.326923076923077,8.3,13,4.0,4.0,0.16,0.16,5,1,1.0,1,0.0,0,0.0,0,2,0,0,1,81.0,92.0,1311700.0,1486900.0,27.0,37.0,17.0,19.0,0.08695652173913043,0.16666666666666666,0.043478260869565216,0.08333333333333333,21.0,20.0,2.0,4.0
2025-12-25,13_15,106,104,1723700,1840075,35,0.42,23,False,False,0.06,True,False,True,Navidad,False,False,True,False,summer,0.85,26,26,9,2,2,5,3,2,2,1,9,2,2,5,3,2,2,1,26,1.0,14.23076923076923,0.926923076923077,23.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,19,0.4,4.0,0.9494736842105262,23.0,2.0,2.0,4.0,2.0,6.0,1.0,0.0,2.0,79.47692307692309,32.357692307692304,6.68076923076923,74.32307692307693,72.3076923076923,11215.192307692309,54.47692307692308,29.307692307692307,26.51923076923077,8.0,13,7.0,5.0,0.2692307692307692,0.19230769230769232,7,1,3.0,1,1.0,1,1.0,1,3,0,0,1,105.0,78.0,1652500.0,1326100.0,45.0,28.0,17.0,23.0,0.16,0.13636363636363635,0.16,0.09090909090909091,21.0,19.0,5.0,4.0
2025-12-26,13_15,107,117,1661900,1801394,29,0.63,15,False,False,0.05,False,False,False,0,False,False,True,False,summer,0.65,25,26,8,2,2,5,3,2,2,1,9,2,2,5,3,2,2,1,25,0.9,14.32,0.9688,15.0,3.0,2.0,5.0,2.0,8.0,2.0,1.0,2.0,20,0.0,5.0,0.922,15.0,0.0,2.0,4.0,2.0,8.0,1.0,1.0,2.0,79.66,31.088,6.54,73.896,68.44800000000001,11455.08,53.288000000000004,30.56,27.072,8.36,12,5.0,3.0,0.2,0.12,6,1,1.0,1,1.0,1,0.0,0,4,1,0,1,106.0,79.0,1723700.0,1330800.0,35.0,35.0,23.0,22.0,0.2692307692307692,0.13636363636363635,0.19230769230769232,0.13636363636363635,19.0,19.0,7.0,6.0
2025-12-27,13_15,105,108,1671500,1856539,25,0.42,19,False,False,0.0,False,True,False,0,False,False,True,False,summer,0.65,26,26,9,2,2,5,3,2,2,1,9,2,2,5,3,2,2,1,26,0.4,16.76923076923077,0.9238461538461539,19.0,3.0,2.0,5.0,2.0,9.0,2.0,1.0,2.0,18,0.4,4.944444444444445,0.9511111111111111,19.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,80.4423076923077,30.423076923076923,6.638461538461538,73.16923076923078,74.8923076923077,11269.846153846154,58.107692307692304,29.884615384615383,26.23076923076923,7.230769230769231,13,8.0,7.0,0.3076923076923077,0.2692307692307692,8,1,4.0,1,0.0,0,0.0,0,5,0,1,1,107.0,89.0,1661900.0,1463300.0,29.0,46.0,15.0,21.0,0.2,0.2916666666666667,0.12,0.25,20.0,17.0,6.0,7.0
2025-07-01,19_21,82,82,1745000,1800651,33,0.41,24,False,False,-0.04,False,False,False,0,False,False,True,True,winter,0.65,23,23,7,2,2,4,3,2,2,1,7,2,2,4,3,2,2,1,25,1.4,1.0,0.8264,24.0,3.0,2.0,5.0,2.0,8.0,2.0,1.0,2.0,25,1.4,1.0,0.8264,24.0,3.0,2.0,5.0,2.0,8.0,2.0,1.0,2.0,78.212,31.68,6.068,74.888,63.93600000000001,11959.52,37.564,31.2,27.424,8.344,12,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,19_21,74,75,1559000,1597049,38,0.63,20,False,False,-0.05,False,False,False,0,False,False,True,True,winter,0.65,22,22,6,2,2,4,3,2,2,1,6,2,2,4,3,2,2,1,24,0.6,1.625,0.7791666666666667,20.0,3.0,2.0,5.0,2.0,7.0,2.0,1.0,2.0,24,0.6,1.625,0.7791666666666667,20.0,3.0,2.0,5.0,2.0,7.0,2.0,1.0,2.0,76.25416666666666,34.86666666666667,6.4750000000000005,77.925,66.54583333333333,10650.916666666666,37.675000000000004,31.333333333333332,26.583333333333332,7.075,9,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,2,0,0,1,82.0,0.0,1745000.0,0.0,33.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
2025-07-03,19_21,67,62,1448500,1390112,27,0.47,22,False,False,-0.06,False,False,False,0,False,False,True,False,winter,0.65,20,19,6,2,2,3,2,2,2,1,5,2,2,3,2,2,2,1,22,2.2,2.1363636363636362,0.7809090909090909,22.0,2.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,22,2.2,2.1363636363636362,0.7809090909090909,22.0,2.0,2.0,4.0,2.0,7.0,2.0,1.0,2.0,76.04545454545455,34.61363636363637,6.65,78.1590909090909,63.61818181818182,10792.90909090909,36.26363636363636,31.772727272727273,26.095454545454547,7.340909090909091,8,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,3,0,0,1,74.0,0.0,1559000.0,0.0,38.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
